#,License Plate,Created At,Pickup Date,Return Date,Total Days,Odometer at Pickup,Odometer at Return
50446,A18381,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,1695.0,1967.0
50480,275xrc,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,240.0,241.0
50482,A18144,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,3645.0,3646.0
50483,A20185,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,4305.0,4306.0
50484,A20874,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,1000.0,1095.0
50500,D78006,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,0.0,0.0
50503,A18129,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,3366.0,3401.0
50504,A20879,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,676.0,751.0
50509,632XRA,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,4406.0,4496.0
50529,947xra,06/01/2022 ,06/01/2022 ,06/02/2022 ,1,1619.0,1629.0
46052,abcc-60,04/30/2022 ,06/02/2022 ,06/02/2022 ,0,6110.0,6115.0
46053,a11000,04/30/2022 ,06/02/2022 ,06/02/2022 ,0,155997.0,155998.0
46054,A19025,04/30/2022 ,06/02/2022 ,06/02/2022 ,0,13802.0,13822.0
47317,A21091,05/10/2022 ,06/02/2022 ,06/02/2022 ,0,4431.0,4431.0
47665,A07215,05/12/2022 ,06/02/2022 ,06/02/2022 ,0,32131.0,32131.0
48094,D 69792,05/15/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,0.0
48095,D76146,05/15/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,0.0
48096,D78008,05/15/2022 ,06/02/2022 ,06/02/2022 ,0,2.0,2.0
48373,A20665,05/17/2022 ,06/02/2022 ,06/02/2022 ,0,3829.0,3839.0
50208,666XRA,05/30/2022 ,06/02/2022 ,06/02/2022 ,0,5318.0,5343.0
50390,a11005,05/31/2022 ,06/02/2022 ,06/02/2022 ,0,19602.0,19603.0
50424,a20425,05/31/2022 ,06/02/2022 ,06/02/2022 ,0,3973.0,3974.0
50425,A18521,05/31/2022 ,06/02/2022 ,06/02/2022 ,0,3487.0,4488.0
50459,A22138,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,947.0,1065.0
50460,947xra,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,1629.0,1744.0
50510,D79460,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,
50511,d51805,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,0.0
50512,d73949,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,0.0
50513,d73950,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,
50515,A20880,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,1586.0,1650.0
50516,a21479,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,132.0,197.0
50526,A21290,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,1130.0,1150.0
50527,A20669,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,4090.0,4110.0
50532,A20668,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,4191.0,4192.0
50535,A20670,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,9820.0,9869.0
50536,A15915,06/01/2022 ,06/02/2022 ,06/02/2022 ,0,325002.0,400000.0
50542,A20664,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,3476.0,3486.0
50543,A18234,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,15882.0,15889.0
50546,A20666,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,3900.0,3915.0
50547,A20663,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,999.0,1149.0
50548,A20262,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,2766.0,2936.0
50549,A19407,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,7287.0,7288.0
50550,abc12345678,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,7866.0,7867.0
50551,A20185,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,4306.0,4370.0
50552,A20519,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,2810.0,2846.0
50553,abcc-57,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1730.0,1769.0
50555,a21634,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1091.0,1092.0
50556,A20132,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,5973.0,5974.0
50557,A21094,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,2178.0,2188.0
50558,576xpt,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,21399.0,21675.0
50560,A19404,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,7939.0,7954.0
50561,A20520,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,6366.0,6367.0
50562,A20877,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1383.0,1389.0
50563,a21478,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,674.0,718.0
50564,A20700,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,3289.0,3333.0
50565,A20433,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,3831.0,3895.0
50566,A18519,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,5959.0,5960.0
50567,A17987,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1591.0,1594.0
50568,275xrc,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,241.0,453.0
50569,A17577,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,4750.0,4750.0
50583,abcc-60,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,6115.0,6120.0
50586,A20697,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,2573.0,2574.0
50592,a09541,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,26920.0,26930.0
50593,abcc-53,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,7148.0,7158.0
50599,A20693,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,33034.0,33044.0
50600,a11005,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,19603.0,19610.0
50601,A17834,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,5931.0,5941.0
50602,A21372,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,824.0,834.0
50603,A20429,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,2868.0,2878.0
50606,A20302,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,2255.0,2256.0
50607,A21295,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,705.0,706.0
50622,abcc-52,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,180.0,190.0
50632,A20667,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,49408.0,49409.0
50634,abc8120,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,14884.0,14889.0
50635,A19025,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,13822.0,13830.0
50637,A20664,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,3486.0,3487.0
50639,a21480,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,18.0,18.0
50641,A17986,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,8047.0,8097.0
50645,A19027,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,15600.0,15600.0
50646,abcc-57,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1769.0,1789.0
50647,D 69794,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,
50651,D 69792,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,0.0,
50652,A21290,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1150.0,1153.0
50653,A19414,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,5798.0,5808.0
50654,264XPZ,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,5844.0,5854.0
50655,A19026,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1420019.0,1420020.0
50666,A18146,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,5055.0,5065.0
50667,A22128,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,1478.0,1485.0
50668,A21094,06/02/2022 ,06/02/2022 ,06/02/2022 ,0,2188.0,2198.0
42825,A20332,04/06/2022 ,06/01/2022 ,06/03/2022 ,2,4870.0,4877.0
50499,D 56955,06/01/2022 ,06/01/2022 ,06/03/2022 ,2,0.0,0.0
50514,633XRA,06/01/2022 ,06/02/2022 ,06/03/2022 ,1,4369.0,4369.0
50570,A19415,06/02/2022 ,06/02/2022 ,06/03/2022 ,1,7920.0,8274.0
50572,A20137,06/02/2022 ,06/02/2022 ,06/03/2022 ,1,1860.0,2084.0
50573,A19409,06/02/2022 ,06/02/2022 ,06/03/2022 ,1,5275.0,5716.0
50577,A20431,06/02/2022 ,06/02/2022 ,06/03/2022 ,1,4293.0,4525.0
50578,665XRA,06/02/2022 ,06/02/2022 ,06/03/2022 ,1,3146.0,3156.0
38212,A20663,03/01/2022 ,06/03/2022 ,06/03/2022 ,0,1149.0,1149.0
38213,A19404,03/01/2022 ,06/03/2022 ,06/03/2022 ,0,7954.0,7954.0
40664,947xra,03/19/2022 ,06/03/2022 ,06/03/2022 ,0,1744.0,1744.0
44782,A20665,04/22/2022 ,06/03/2022 ,06/03/2022 ,0,3839.0,3840.0
44783,A21094,04/22/2022 ,06/03/2022 ,06/03/2022 ,0,2198.0,2199.0
46612,D 56949,05/04/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
46613,D78006,05/04/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
48954,abcc-60,05/21/2022 ,06/03/2022 ,06/03/2022 ,0,6120.0,6120.0
49122,D79460,05/22/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
49123,D58366,05/22/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
49124,d61628,05/22/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
49125,d73950,05/22/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
49126,D 69792,05/22/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
49232,A18129,05/23/2022 ,06/03/2022 ,06/03/2022 ,0,3401.0,3411.0
49233,a21479,05/23/2022 ,06/03/2022 ,06/03/2022 ,0,197.0,197.0
49605,A07215,05/25/2022 ,06/03/2022 ,06/03/2022 ,0,32131.0,32131.0
49606,abc8120,05/25/2022 ,06/03/2022 ,06/03/2022 ,0,14889.0,14889.0
49607,abcc-57,05/25/2022 ,06/03/2022 ,06/03/2022 ,0,1789.0,1789.0
49608,A18234,05/25/2022 ,06/03/2022 ,06/03/2022 ,0,15889.0,15889.0
50501,A20670,06/01/2022 ,06/03/2022 ,06/03/2022 ,0,9869.0,434600.0
50506,A17176,06/01/2022 ,06/03/2022 ,06/03/2022 ,0,8839.0,8839.0
50525,A20664,06/01/2022 ,06/03/2022 ,06/03/2022 ,0,3487.0,3488.0
50540,A20187,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,2025.0,2026.0
50541,abcc-53,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,7158.0,7159.0
50544,b-682022,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,3344.0,3376.0
50545,A22122,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,973.0,1005.0
50579,A21290,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,1153.0,1154.0
50587,A20135,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,4087.0,4131.0
50588,A20697,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,2574.0,2682.0
50589,a21482,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,475.0,476.0
50590,A20699,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,2744.0,2745.0
50591,A20432,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,3575.0,3614.0
50659,A19025,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,13830.0,13830.0
50669,a20425,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,3974.0,3984.0
50670,A20184,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,4589.0,4589.0
50671,A18519,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,5960.0,5960.0
50672,A20131,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,4744.0,4754.0
50679,A17579,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,4462.0,4512.0
50680,A20878,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,1447.0,1583.0
50705,a11000,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,155998.0,1540100.0
50706,d51803,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
50707,D 56955,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
50712,A20698,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,2519.0,2519.0
50713,A20700,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,3333.0,3333.0
50714,A17010,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,8273.0,8273.0
50715,a21478,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,718.0,728.0
50716,A22138,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,1065.0,1065.0
50718,A20879,06/02/2022 ,06/03/2022 ,06/03/2022 ,0,751.0,769.0
50719,A18126,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,5514.0,5594.0
50721,264XPZ,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,5854.0,5855.0
50723,abcc-51,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,3771.0,3771.0
50724,275xrc,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,453.0,466.0
50725,a09541,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,26930.0,26931.0
50726,abcc-52,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,190.0,191.0
50728,A20668,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,4192.0,4192.0
50729,A19027,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,15600.0,15600.0
50732,A22128,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1485.0,1736.0
50733,A18381,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1967.0,1990.0
50734,A20522,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,467.0,40600.0
50735,A17842,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,8111.0,8811.0
50738,A15915,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,400000.0,400000.0
50743,a11005,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,19610.0,1357800.0
50746,A20666,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,3915.0,3916.0
50747,A17987,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1594.0,1628.0
50748,A18144,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,3646.0,3731.0
50753,d73952,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
50754,a09539,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,17891.0,17892.0
50755,A21091,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,4431.0,261900.0
50760,757XRA,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1751.0,1761.0
50765,A20671,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,338001.0,338002.0
50766,a21473,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1288.0,1298.0
50770,abc12345678,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,7867.0,8001.0
50771,A20302,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,2256.0,2298.0
50772,A20134,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,19109.0,199100.0
50773,a11003,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,19556.0,19556.0
50774,A09296,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,23627.0,23627.0
50779,A18378,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,4211.0,4212.0
50780,A21551,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1.0,37.0
50784,A20693,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,33044.0,33045.0
50785,A21089,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1742.0,1743.0
50786,a09541,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,26931.0,26932.0
50787,A17986,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,8097.0,8121.0
50788,A20185,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,4370.0,4370.0
50789,d73952,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
50790,D 69792,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,0.0,0.0
50792,A21371,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1216.0,1226.0
50794,A20519,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,2846.0,2856.0
50796,A17577,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,4750.0,4751.0
50798,A21290,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,1154.0,1155.0
50801,A20666,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,3916.0,3916.0
50802,A18234,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,15889.0,15889.0
50803,abcc-52,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,191.0,192.0
50804,abcc-53,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,7159.0,7160.0
50808,A21295,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,706.0,797.0
50809,A20429,06/03/2022 ,06/03/2022 ,06/03/2022 ,0,2878.0,2979.0
48639,A21895,05/19/2022 ,05/28/2022 ,06/04/2022 ,7,0.0,1.0
50283,A20662,05/30/2022 ,05/30/2022 ,06/04/2022 ,5,3733.0,3999.0
50451,946xra,06/01/2022 ,06/01/2022 ,06/04/2022 ,3,845.0,845.0
50530,A20186,06/01/2022 ,06/01/2022 ,06/04/2022 ,3,3826.0,3836.0
50580,A20263,06/02/2022 ,06/02/2022 ,06/04/2022 ,2,2866.0,2920.0
50581,A20303,06/02/2022 ,06/02/2022 ,06/04/2022 ,2,4086.0,4110.0
50631,873XRA,06/02/2022 ,06/02/2022 ,06/04/2022 ,2,1000.0,1154.0
50633,A17396,06/02/2022 ,06/02/2022 ,06/04/2022 ,2,9294.0,9294.0
50730,A20877,06/03/2022 ,06/03/2022 ,06/04/2022 ,1,1389.0,1581.0
50731,A17877,06/03/2022 ,06/03/2022 ,06/04/2022 ,1,4732.0,5019.0
50769,130XPZ,06/03/2022 ,06/03/2022 ,06/04/2022 ,1,14782.0,14792.0
50799,275xrc,06/03/2022 ,06/03/2022 ,06/04/2022 ,1,466.0,466.0
50807,A20998,06/03/2022 ,06/03/2022 ,06/04/2022 ,1,1280.0,1280.0
45366,A20184,04/25/2022 ,06/04/2022 ,06/04/2022 ,0,4589.0,4589.0
45368,A21371,04/25/2022 ,06/04/2022 ,06/04/2022 ,0,1226.0,1236.0
46328,abcc-53,05/02/2022 ,06/04/2022 ,06/04/2022 ,0,7160.0,7160.0
49611,A20670,05/25/2022 ,06/04/2022 ,06/04/2022 ,0,4346.0,4356.0
50391,A20132,05/31/2022 ,06/04/2022 ,06/04/2022 ,0,5974.0,5977.0
50392,b-682022,05/31/2022 ,06/04/2022 ,06/04/2022 ,0,3376.0,3379.0
50488,abcc-52,06/01/2022 ,06/04/2022 ,06/04/2022 ,0,192.0,3874.0
50681,A18129,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,3411.0,3422.0
50694,D 56949,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50695,D 69794,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50696,D79459,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50697,d73951,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50698,d73949,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50699,D79460,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,
50700,D78006,06/02/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,
50791,A19116,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,7774.0,7857.0
50795,A21290,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,1155.0,1165.0
50810,A20998,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,1280.0,1528.0
50811,A21293,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,910.0,910.0
50812,A17395,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,9119.0,9220.0
50817,a21478,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,728.0,728.0
50822,A20698,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,2519.0,2670.0
50823,a21473,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,1298.0,1299.0
50824,a21479,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,197.0,202.0
50825,A20700,06/03/2022 ,06/04/2022 ,06/04/2022 ,0,3333.0,3336.0
50831,a21477,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,900.0,1055.0
50837,a20425,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,3984.0,3994.0
50840,A19026,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,14449.0,14449.0
50841,abcc-60,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,6120.0,6120.0
50842,A19404,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,7954.0,8069.0
50843,A19027,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,15704.0,15704.0
50844,a21634,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1092.0,1093.0
50845,A20302,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,2298.0,2357.0
50846,A20134,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1991.0,2049.0
50848,A21372,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,834.0,900.0
50849,d73952,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50850,D 56955,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50851,A20668,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4192.0,4548.0
50853,A19027,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,15600.0,15704.0
50854,abc8120,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,14889.0,14899.0
50855,A20522,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,406.0,407.0
50856,A20663,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1149.0,1169.0
50857,A20185,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4370.0,4399.0
50858,A20131,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4754.0,4766.0
50859,a09539,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,17892.0,17892.0
50860,abcc-57,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1789.0,1789.0
50861,A17579,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4512.0,4566.0
50862,A22128,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1736.0,1756.0
50865,A21091,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,2619.0,2646.0
50867,A20669,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4110.0,4130.0
50868,A20693,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,33045.0,33045.0
50869,A20303,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4110.0,4111.0
50870,A20263,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,2920.0,3003.0
50871,A17176,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,8839.0,9015.0
50872,A20665,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4563.0,4563.0
50873,A18234,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,16050.0,16079.0
50874,abcc-51,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,3771.0,3866.0
50876,a11003,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,19556.0,19566.0
50877,A07215,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,32131.0,32141.0
50878,A20666,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,3916.0,3926.0
50879,a11000,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,15401.0,15411.0
50880,A09296,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,23628.0,23628.0
50881,633XRA,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4369.0,4369.0
50882,d61628,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50883,D76146,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,0.0,0.0
50887,A20664,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,3488.0,4500.0
50888,A21295,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,797.0,858.0
50889,a09541,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,26932.0,27056.0
50890,A17986,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,8121.0,8121.0
50891,A21371,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1236.0,1246.0
50893,A21094,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,2199.0,2324.0
50894,A17877,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,5019.0,5029.0
50895,A20671,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,338002.0,338002.0
50896,A15915,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,17055.0,17055.0
50897,A20521,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,2984.0,3017.0
50899,a11005,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,13578.0,13578.0
50901,A19025,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,13830.0,13830.0
50904,A20667,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4409.0,4409.0
50905,A22138,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1065.0,1223.0
50908,A21089,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1743.0,1743.0
50913,A20668,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4548.0,4558.0
50914,A21290,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1165.0,1180.0
50915,A18234,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,16079.0,16079.0
50916,A20184,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,4589.0,4589.0
50917,abc8120,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,14899.0,14899.0
50927,A20261,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,5468.0,5469.0
50928,A20332,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,8122.0,8144.0
50930,A20874,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,1095.0,1100.0
50934,A20429,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,2979.0,7333.0
50935,A19407,06/04/2022 ,06/04/2022 ,06/04/2022 ,0,7319.0,7333.0
49669,A20426,05/26/2022 ,05/28/2022 ,06/05/2022 ,8,2479.0,2632.0
42656,A18127,04/05/2022 ,06/01/2022 ,06/05/2022 ,4,6956.0,6956.0
42657,A18520,04/05/2022 ,06/01/2022 ,06/05/2022 ,4,6880.0,6880.0
50078,D78008,05/29/2022 ,06/02/2022 ,06/05/2022 ,3,2.0,2.0
50656,A18130,06/02/2022 ,06/02/2022 ,06/05/2022 ,3,5707.0,5746.0
50722,A21553,06/03/2022 ,06/03/2022 ,06/05/2022 ,3,368.0,523.0
50793,A20880,06/03/2022 ,06/03/2022 ,06/05/2022 ,2,1650.0,1651.0
50708,946xra,06/02/2022 ,06/04/2022 ,06/05/2022 ,1,845.0,1122.0
50709,873XRA,06/02/2022 ,06/04/2022 ,06/05/2022 ,1,1154.0,1247.0
